session_id,user_id,session_date,page_views,session_duration_minutes,bounce_rate,device_type,browser,traffic_source,conversion,revenue
SESS_00002130,USER_000012,2025-06-07 20:57:25.954839,19,71,False,Desktop,Firefox,Email,True,0.0
SESS_00002131,USER_000279,2025-06-07 20:53:32.638421,2,56,False,Mobile,Safari,Facebook,True,0.0
SESS_00002132,USER_001183,2025-06-07 20:56:16.170136,16,28,True,Desktop,Edge,Facebook,True,0.0
SESS_00002133,USER_000524,2025-06-07 20:53:21.936909,12,101,True,Tablet,Firefox,Direct,False,0.0
SESS_00002134,USER_000285,2025-06-07 20:56:30.032600,19,34,True,Mobile,Chrome,Facebook,False,0.0
SESS_00002135,USER_001196,2025-06-07 20:56:49.568481,10,18,False,Tablet,Chrome,Referral,True,0.0
SESS_00002136,USER_001941,2025-06-07 20:53:48.183064,7,58,True,Desktop,Safari,Email,True,0.0
SESS_00002137,USER_001419,2025-06-07 20:55:51.400113,17,120,True,Desktop,Edge,Referral,False,0.0
SESS_00002138,USER_001150,2025-06-07 20:58:11.647979,15,61,True,Desktop,Safari,Google,False,0.0
SESS_00002139,USER_000548,2025-06-07 20:54:02.864564,10,32,True,Desktop,Firefox,Referral,True,47.32
SESS_00002140,USER_001834,2025-06-07 20:53:48.809669,7,52,False,Tablet,Safari,Direct,True,0.0
SESS_00002141,USER_001496,2025-06-07 20:57:22.824326,11,106,False,Desktop,Edge,Direct,True,0.0
SESS_00002142,USER_001767,2025-06-07 20:55:11.265080,17,110,True,Tablet,Chrome,Google,False,0.0
SESS_00002143,USER_001874,2025-06-07 20:53:04.642540,15,14,False,Tablet,Firefox,Direct,False,153.59
SESS_00002144,USER_000052,2025-06-07 20:55:53.823124,18,17,False,Tablet,Safari,Referral,False,0.0
SESS_00002145,USER_001136,2025-06-07 20:53:13.115125,4,77,False,Mobile,Safari,Email,False,0.0
SESS_00002146,USER_001803,2025-06-07 20:58:09.025315,5,22,True,Desktop,Edge,Facebook,True,4.16
SESS_00002147,USER_000835,2025-06-07 20:55:30.044253,9,60,True,Tablet,Edge,Facebook,True,0.0
SESS_00002148,USER_001670,2025-06-07 20:55:33.098051,18,70,False,Desktop,Edge,Email,True,134.94
SESS_00002149,USER_000053,2025-06-07 20:57:23.248396,3,9,False,Tablet,Chrome,Direct,True,135.24
SESS_00002150,USER_001741,2025-06-07 20:55:33.010581,4,107,True,Desktop,Edge,Direct,False,0.0
SESS_00002151,USER_001516,2025-06-07 20:55:42.601471,4,3,False,Tablet,Firefox,Email,True,0.0
SESS_00002152,USER_001149,2025-06-07 20:58:01.120985,9,61,True,Tablet,Chrome,Google,True,0.0
SESS_00002153,USER_000143,2025-06-07 20:54:41.109653,10,9,True,Tablet,Firefox,Facebook,False,0.0
SESS_00002154,USER_001199,2025-06-07 20:53:54.181444,12,96,False,Desktop,Safari,Email,False,0.0
SESS_00002155,USER_001945,2025-06-07 20:53:03.941419,19,104,False,Tablet,Chrome,Email,True,395.66
SESS_00002156,USER_001556,2025-06-07 20:53:59.578532,15,117,True,Mobile,Firefox,Direct,False,0.0
SESS_00002157,USER_001873,2025-06-07 20:58:21.376250,2,40,False,Mobile,Firefox,Direct,True,0.0
SESS_00002158,USER_001907,2025-06-07 20:56:08.358156,10,94,False,Mobile,Chrome,Referral,True,0.0
SESS_00002159,USER_001393,2025-06-07 20:56:47.694947,16,26,False,Tablet,Firefox,Direct,False,0.0
SESS_00002160,USER_000188,2025-06-07 20:58:13.680218,4,36,True,Mobile,Chrome,Google,False,0.0
SESS_00002161,USER_001683,2025-06-07 20:58:10.903656,10,77,True,Tablet,Chrome,Email,True,0.0
SESS_00002162,USER_001664,2025-06-07 20:58:31.021985,8,109,False,Desktop,Edge,Direct,True,71.49
SESS_00002163,USER_001003,2025-06-07 20:52:46.599828,2,54,False,Tablet,Firefox,Google,True,0.0
SESS_00002164,USER_000912,2025-06-07 20:56:52.897980,4,54,False,Desktop,Chrome,Facebook,False,131.8
SESS_00002165,USER_000545,2025-06-07 20:58:32.924689,8,82,False,Tablet,Safari,Email,False,0.0
SESS_00002166,USER_000809,2025-06-07 20:58:32.536987,7,78,False,Desktop,Chrome,Direct,True,22.33
SESS_00002167,USER_000425,2025-06-07 20:53:05.583862,8,46,False,Mobile,Edge,Referral,False,0.0
SESS_00002168,USER_000647,2025-06-07 20:58:17.378951,13,59,False,Mobile,Safari,Email,False,0.0
SESS_00002169,USER_000813,2025-06-07 20:57:32.774805,15,103,False,Tablet,Chrome,Google,False,51.59
SESS_00002170,USER_001878,2025-06-07 20:55:29.533706,19,98,False,Desktop,Firefox,Google,False,80.7
SESS_00002171,USER_000867,2025-06-07 20:56:26.585710,9,96,False,Desktop,Firefox,Facebook,False,0.0
SESS_00002172,USER_000273,2025-06-07 20:53:16.891412,4,40,False,Desktop,Chrome,Direct,False,0.0
SESS_00002173,USER_000393,2025-06-07 20:55:58.615217,11,80,True,Desktop,Safari,Referral,True,478.31
SESS_00002174,USER_000394,2025-06-07 20:53:00.023943,14,47,True,Mobile,Edge,Referral,True,0.0
SESS_00002175,USER_001365,2025-06-07 20:55:10.720759,3,69,True,Mobile,Edge,Facebook,True,0.0
SESS_00002176,USER_001181,2025-06-07 20:54:32.416058,2,5,False,Mobile,Firefox,Facebook,True,0.0
SESS_00002177,USER_000102,2025-06-07 20:53:21.706712,16,46,True,Tablet,Safari,Direct,True,136.19
SESS_00002178,USER_001971,2025-06-07 20:52:47.851330,12,15,True,Mobile,Safari,Direct,True,303.81
SESS_00002179,USER_000611,2025-06-07 20:53:25.196269,6,94,True,Tablet,Chrome,Referral,False,0.0
SESS_00002180,USER_000006,2025-06-07 20:56:52.095466,7,102,True,Desktop,Chrome,Facebook,False,178.39
SESS_00002181,USER_001258,2025-06-07 20:52:53.877217,12,74,True,Mobile,Chrome,Referral,False,0.0
SESS_00002182,USER_000802,2025-06-07 20:54:45.770020,11,42,True,Mobile,Chrome,Direct,True,0.0
SESS_00002183,USER_000964,2025-06-07 20:54:58.007888,1,27,True,Tablet,Chrome,Google,True,0.0
SESS_00002184,USER_000412,2025-06-07 20:53:04.380877,18,26,False,Desktop,Safari,Facebook,True,0.0
SESS_00002185,USER_000320,2025-06-07 20:57:16.412661,3,84,False,Mobile,Chrome,Facebook,True,49.75
SESS_00002186,USER_001943,2025-06-07 20:54:35.890997,10,115,False,Tablet,Edge,Google,False,0.0
SESS_00002187,USER_001011,2025-06-07 20:56:33.902389,8,62,True,Desktop,Chrome,Facebook,True,0.0
SESS_00002188,USER_001565,2025-06-07 20:53:40.266548,9,45,True,Desktop,Safari,Facebook,False,111.83
SESS_00002189,USER_000408,2025-06-07 20:52:58.406292,4,20,True,Desktop,Chrome,Google,False,0.0
SESS_00002190,USER_001451,2025-06-07 20:54:51.949888,13,49,False,Desktop,Chrome,Google,False,39.13
SESS_00002191,USER_000465,2025-06-07 20:56:54.550561,19,36,False,Desktop,Edge,Direct,True,145.72
SESS_00002192,USER_001491,2025-06-07 20:57:21.078787,4,90,True,Desktop,Safari,Referral,False,0.0
SESS_00002193,USER_000577,2025-06-07 20:53:17.065729,9,120,False,Mobile,Firefox,Referral,True,0.0
SESS_00002194,USER_000127,2025-06-07 20:56:59.000242,1,62,False,Tablet,Chrome,Google,True,0.0
SESS_00002195,USER_000433,2025-06-07 20:57:25.588699,8,55,False,Desktop,Edge,Facebook,True,0.0
SESS_00002196,USER_001380,2025-06-07 20:54:30.785417,1,58,False,Mobile,Safari,Referral,True,0.0
SESS_00002197,USER_000672,2025-06-07 20:56:28.459233,9,66,True,Tablet,Edge,Referral,False,0.0
SESS_00002198,USER_000407,2025-06-07 20:56:52.700585,11,99,False,Tablet,Chrome,Facebook,True,0.0
SESS_00002199,USER_000422,2025-06-07 20:56:09.153966,2,90,True,Mobile,Firefox,Referral,False,336.42
SESS_00002200,USER_000643,2025-06-07 20:57:10.942434,13,102,True,Mobile,Edge,Email,False,0.0
SESS_00002201,USER_001870,2025-06-07 20:53:59.567955,7,97,False,Tablet,Firefox,Referral,False,0.0
SESS_00002202,USER_001116,2025-06-07 20:56:05.514467,19,59,False,Mobile,Edge,Direct,True,0.0
SESS_00002203,USER_000372,2025-06-07 20:56:44.356792,3,37,True,Tablet,Safari,Referral,True,113.67
SESS_00002204,USER_000532,2025-06-07 20:53:44.093311,6,116,False,Desktop,Firefox,Referral,True,442.15
SESS_00002205,USER_000754,2025-06-07 20:58:18.707901,20,98,False,Desktop,Safari,Direct,True,0.0
SESS_00002206,USER_000952,2025-06-07 20:55:03.652601,10,40,False,Mobile,Chrome,Email,False,0.0
SESS_00002207,USER_000422,2025-06-07 20:57:12.227316,8,44,False,Tablet,Firefox,Referral,True,0.0
SESS_00002208,USER_001528,2025-06-07 20:54:17.815718,10,119,True,Desktop,Safari,Direct,False,0.0
SESS_00002209,USER_000640,2025-06-07 20:54:33.526425,7,97,True,Tablet,Firefox,Referral,False,0.0
SESS_00002210,USER_001434,2025-06-07 20:54:20.337940,5,112,False,Desktop,Firefox,Google,True,0.0
SESS_00002211,USER_001199,2025-06-07 20:56:13.228434,10,61,False,Mobile,Safari,Facebook,False,0.0
SESS_00002212,USER_001393,2025-06-07 20:58:14.791560,1,111,True,Tablet,Chrome,Referral,False,0.0
SESS_00002213,USER_001691,2025-06-07 20:54:28.836161,13,47,True,Mobile,Safari,Referral,True,88.29
SESS_00002214,USER_001313,2025-06-07 20:54:03.737561,14,38,False,Mobile,Firefox,Email,False,0.0
SESS_00002215,USER_001502,2025-06-07 20:56:39.037458,12,78,True,Tablet,Chrome,Referral,False,0.0
SESS_00002216,USER_001482,2025-06-07 20:55:26.670669,8,52,False,Mobile,Edge,Email,True,0.0
SESS_00002217,USER_000245,2025-06-07 20:56:42.184370,18,65,False,Mobile,Chrome,Direct,False,0.0
SESS_00002218,USER_001428,2025-06-07 20:54:33.970869,1,72,True,Desktop,Chrome,Referral,False,0.0
SESS_00002219,USER_001330,2025-06-07 20:55:00.230315,5,46,True,Tablet,Safari,Facebook,True,486.44
SESS_00002220,USER_001309,2025-06-07 20:55:09.944455,17,109,True,Mobile,Safari,Facebook,True,463.13
SESS_00002221,USER_001776,2025-06-07 20:56:56.628258,20,73,False,Desktop,Firefox,Direct,False,375.89
SESS_00002222,USER_001308,2025-06-07 20:54:59.049829,10,104,False,Mobile,Edge,Google,False,0.0
SESS_00002223,USER_001746,2025-06-07 20:56:06.202967,17,28,False,Desktop,Safari,Email,True,96.42
SESS_00002224,USER_000929,2025-06-07 20:54:58.023918,4,84,True,Mobile,Chrome,Email,True,0.0
SESS_00002225,USER_001959,2025-06-07 20:55:35.224163,5,1,True,Mobile,Chrome,Google,False,309.57
SESS_00002226,USER_000678,2025-06-07 20:55:46.365821,3,80,False,Tablet,Firefox,Facebook,False,0.0
SESS_00002227,USER_000065,2025-06-07 20:55:51.555722,12,47,False,Desktop,Firefox,Facebook,True,284.15
SESS_00002228,USER_001366,2025-06-07 20:58:30.511375,20,66,False,Mobile,Firefox,Google,True,0.0
SESS_00002229,USER_000989,2025-06-07 20:53:56.892991,2,24,False,Tablet,Safari,Facebook,False,421.03
SESS_00002230,USER_000279,2025-06-07 20:58:22.320407,6,108,True,Mobile,Safari,Referral,False,420.06
SESS_00002231,USER_001779,2025-06-07 20:54:35.056891,19,15,True,Tablet,Edge,Email,True,0.0
SESS_00002232,USER_000750,2025-06-07 20:54:27.464580,8,59,True,Tablet,Edge,Google,True,0.0
SESS_00002233,USER_000008,2025-06-07 20:53:54.709481,3,57,True,Tablet,Safari,Facebook,False,94.46
SESS_00002234,USER_001220,2025-06-07 20:57:02.948115,12,84,True,Mobile,Edge,Google,True,345.36
SESS_00002235,USER_001302,2025-06-07 20:57:38.983532,16,35,False,Desktop,Edge,Facebook,False,0.0
SESS_00002236,USER_001317,2025-06-07 20:57:24.716142,1,28,False,Mobile,Firefox,Referral,False,0.0
SESS_00002237,USER_000111,2025-06-07 20:56:55.020867,5,50,False,Desktop,Edge,Facebook,False,9.93
SESS_00002238,USER_000464,2025-06-07 20:55:40.802624,3,69,False,Mobile,Safari,Google,True,0.0
SESS_00002239,USER_001309,2025-06-07 20:55:09.984494,16,50,True,Mobile,Firefox,Email,False,28.98
SESS_00002240,USER_000504,2025-06-07 20:55:14.372131,10,12,True,Mobile,Firefox,Referral,False,0.0
SESS_00002241,USER_000483,2025-06-07 20:58:04.190552,12,12,False,Desktop,Safari,Referral,False,0.0
SESS_00002242,USER_000031,2025-06-07 20:55:37.756347,1,78,False,Desktop,Edge,Facebook,False,0.0
SESS_00002243,USER_001977,2025-06-07 20:55:32.857569,16,85,True,Tablet,Firefox,Facebook,True,484.07
SESS_00002244,USER_000218,2025-06-07 20:57:48.188111,4,42,False,Tablet,Safari,Google,False,0.0
SESS_00002245,USER_001621,2025-06-07 20:57:32.743808,5,57,True,Desktop,Chrome,Facebook,True,0.0
SESS_00002246,USER_001894,2025-06-07 20:55:41.561735,1,115,True,Tablet,Safari,Google,True,0.0
SESS_00002247,USER_000889,2025-06-07 20:54:35.971723,20,42,True,Mobile,Firefox,Google,True,0.0
SESS_00002248,USER_001623,2025-06-07 20:56:53.921463,2,107,False,Desktop,Edge,Direct,True,0.0
SESS_00002249,USER_001951,2025-06-07 20:56:40.312589,13,50,False,Desktop,Chrome,Email,True,0.0
SESS_00002250,USER_001904,2025-06-07 20:53:04.639521,11,92,True,Tablet,Edge,Facebook,True,0.0
SESS_00002251,USER_000181,2025-06-07 20:58:28.946971,18,30,True,Tablet,Safari,Direct,True,0.0
SESS_00002252,USER_001486,2025-06-07 20:55:39.926915,9,6,False,Tablet,Chrome,Facebook,True,496.32
SESS_00002253,USER_001819,2025-06-07 20:58:11.467297,7,42,True,Desktop,Edge,Google,True,216.62
SESS_00002254,USER_000719,2025-06-07 20:53:25.726650,12,21,True,Mobile,Chrome,Direct,True,39.46
SESS_00002255,USER_001800,2025-06-07 20:54:25.769334,18,106,True,Desktop,Edge,Referral,True,192.34
SESS_00002256,USER_001105,2025-06-07 20:56:33.429037,8,42,True,Mobile,Firefox,Referral,True,363.05
SESS_00002257,USER_001947,2025-06-07 20:55:18.596135,20,53,False,Mobile,Chrome,Email,False,0.0
SESS_00002258,USER_000831,2025-06-07 20:57:30.733144,17,81,False,Mobile,Chrome,Referral,True,309.75
SESS_00002259,USER_001007,2025-06-07 20:54:42.258721,19,86,False,Mobile,Chrome,Google,True,0.0
SESS_00002260,USER_000518,2025-06-07 20:58:05.056029,9,105,False,Tablet,Firefox,Direct,False,0.0
SESS_00002261,USER_001133,2025-06-07 20:54:49.565812,10,43,False,Tablet,Safari,Facebook,True,84.32
SESS_00002262,USER_001537,2025-06-07 20:58:10.476883,8,8,False,Mobile,Chrome,Facebook,False,460.33
SESS_00002263,USER_000065,2025-06-07 20:56:26.891523,5,72,False,Desktop,Chrome,Direct,True,0.0
SESS_00002264,USER_001711,2025-06-07 20:58:02.541353,20,9,True,Tablet,Chrome,Referral,True,0.0
SESS_00002265,USER_001548,2025-06-07 20:54:35.332977,8,61,True,Desktop,Chrome,Direct,False,0.0
SESS_00002266,USER_001042,2025-06-07 20:57:19.102905,9,36,False,Mobile,Safari,Google,True,0.0
SESS_00002267,USER_000963,2025-06-07 20:53:45.342940,5,12,True,Tablet,Safari,Direct,True,0.0
SESS_00002268,USER_000559,2025-06-07 20:52:49.590550,12,93,True,Mobile,Safari,Referral,True,0.0
SESS_00002269,USER_000700,2025-06-07 20:53:57.707908,12,12,False,Mobile,Firefox,Direct,True,0.0
SESS_00002270,USER_001050,2025-06-07 20:56:46.745999,18,96,False,Tablet,Edge,Facebook,True,0.0
SESS_00002271,USER_000938,2025-06-07 20:57:13.167760,15,22,True,Desktop,Safari,Facebook,False,482.31
SESS_00002272,USER_001403,2025-06-07 20:58:26.302341,7,11,False,Tablet,Firefox,Facebook,False,0.0
SESS_00002273,USER_000148,2025-06-07 20:56:42.007148,2,93,False,Desktop,Firefox,Email,False,471.0
SESS_00002274,USER_001744,2025-06-07 20:58:24.698569,3,76,True,Desktop,Edge,Email,False,0.0
SESS_00002275,USER_000200,2025-06-07 20:55:25.216685,1,102,True,Mobile,Firefox,Email,False,290.26
SESS_00002276,USER_000427,2025-06-07 20:54:54.517904,11,70,False,Desktop,Safari,Direct,False,0.0
SESS_00002277,USER_000081,2025-06-07 20:54:18.191280,1,64,False,Mobile,Edge,Google,True,0.0
SESS_00002278,USER_001583,2025-06-07 20:55:20.188928,20,105,True,Desktop,Firefox,Direct,True,0.0
SESS_00002279,USER_001752,2025-06-07 20:52:54.470186,2,42,False,Mobile,Edge,Direct,False,0.0
SESS_00002280,USER_000458,2025-06-07 20:54:31.379634,15,117,False,Mobile,Edge,Email,True,0.0
SESS_00002281,USER_000765,2025-06-07 20:52:42.033773,9,76,False,Mobile,Chrome,Email,True,0.0
SESS_00002282,USER_001299,2025-06-07 20:58:08.543724,16,28,False,Desktop,Firefox,Referral,True,0.0
SESS_00002283,USER_000240,2025-06-07 20:57:45.021414,5,15,False,Tablet,Edge,Google,False,0.0
SESS_00002284,USER_000791,2025-06-07 20:57:17.167677,17,81,True,Mobile,Firefox,Facebook,True,0.0
SESS_00002285,USER_001781,2025-06-07 20:53:45.876723,2,84,False,Desktop,Edge,Referral,False,145.62
SESS_00002286,USER_000808,2025-06-07 20:54:33.951782,1,81,False,Tablet,Safari,Referral,True,35.16
SESS_00002287,USER_000158,2025-06-07 20:57:56.865883,8,25,True,Mobile,Safari,Google,True,0.0
SESS_00002288,USER_000667,2025-06-07 20:56:54.211470,7,39,False,Mobile,Safari,Facebook,True,0.0
SESS_00002289,USER_000850,2025-06-07 20:57:23.610503,6,34,True,Mobile,Safari,Direct,False,45.87
SESS_00002290,USER_001485,2025-06-07 20:54:16.312750,13,99,False,Desktop,Edge,Direct,True,0.0
SESS_00002291,USER_000449,2025-06-07 20:57:05.265717,15,76,True,Mobile,Edge,Facebook,True,0.0
SESS_00002292,USER_001534,2025-06-07 20:55:35.997259,2,55,False,Desktop,Safari,Referral,True,0.0
SESS_00002293,USER_001097,2025-06-07 20:57:44.758078,11,54,True,Desktop,Chrome,Email,True,0.0
SESS_00002294,USER_001039,2025-06-07 20:57:36.356476,17,2,False,Desktop,Safari,Google,True,0.0
SESS_00002295,USER_000482,2025-06-07 20:54:52.408271,1,97,False,Mobile,Firefox,Google,False,211.85
SESS_00002296,USER_001879,2025-06-07 20:53:47.577349,13,120,False,Desktop,Safari,Referral,False,261.03
SESS_00002297,USER_001968,2025-06-07 20:52:53.578029,14,8,True,Tablet,Safari,Direct,True,0.0
SESS_00002298,USER_001616,2025-06-07 20:55:51.956419,18,42,False,Tablet,Chrome,Facebook,False,0.0
SESS_00002299,USER_000895,2025-06-07 20:55:59.271653,16,101,True,Desktop,Firefox,Email,True,477.51
SESS_00002300,USER_000656,2025-06-07 20:54:50.242039,5,52,True,Mobile,Chrome,Referral,False,0.0
SESS_00002301,USER_001364,2025-06-07 20:56:28.587615,19,56,True,Tablet,Edge,Google,True,385.89
SESS_00002302,USER_000523,2025-06-07 20:56:06.394686,18,84,False,Mobile,Edge,Direct,True,0.0
SESS_00002303,USER_001364,2025-06-07 20:55:54.866939,11,71,True,Tablet,Edge,Google,False,0.0
SESS_00002304,USER_000185,2025-06-07 20:55:40.352192,8,3,True,Mobile,Firefox,Email,True,320.92
SESS_00002305,USER_000801,2025-06-07 20:56:23.946512,19,15,False,Desktop,Firefox,Direct,False,0.0
SESS_00002306,USER_001952,2025-06-07 20:56:10.123985,3,120,False,Tablet,Edge,Google,False,0.0
SESS_00002307,USER_001890,2025-06-07 20:54:10.937759,14,49,True,Desktop,Chrome,Direct,False,455.7
SESS_00002308,USER_001440,2025-06-07 20:55:35.327564,3,74,False,Tablet,Chrome,Email,True,0.0
SESS_00002309,USER_000416,2025-06-07 20:58:01.987125,5,74,False,Mobile,Firefox,Email,False,149.47
SESS_00002310,USER_000036,2025-06-07 20:58:13.171583,3,71,True,Tablet,Edge,Referral,False,480.35
SESS_00002311,USER_001669,2025-06-07 20:52:53.365847,15,39,True,Mobile,Chrome,Google,False,0.0
SESS_00002312,USER_000341,2025-06-07 20:56:07.036857,13,113,True,Tablet,Chrome,Google,False,0.0
SESS_00002313,USER_001669,2025-06-07 20:57:54.559685,6,9,True,Desktop,Firefox,Google,False,0.0
SESS_00002314,USER_000093,2025-06-07 20:55:58.845049,13,5,True,Tablet,Firefox,Referral,False,0.0
SESS_00002315,USER_001975,2025-06-07 20:58:31.329530,12,60,True,Mobile,Edge,Facebook,False,371.91
SESS_00002316,USER_001909,2025-06-07 20:57:01.624554,10,83,True,Desktop,Safari,Facebook,True,0.0
SESS_00002317,USER_000259,2025-06-07 20:57:07.996091,11,78,False,Tablet,Chrome,Google,False,0.0
SESS_00002318,USER_001197,2025-06-07 20:57:42.138259,10,89,True,Desktop,Firefox,Direct,False,180.51
SESS_00002319,USER_001463,2025-06-07 20:58:14.952612,5,106,False,Mobile,Safari,Referral,False,84.53
SESS_00002320,USER_000699,2025-06-07 20:56:46.620353,3,34,True,Desktop,Edge,Google,True,0.0
SESS_00002321,USER_000646,2025-06-07 20:55:08.988663,17,100,False,Desktop,Firefox,Google,True,106.78
SESS_00002322,USER_000713,2025-06-07 20:53:23.647174,14,13,True,Desktop,Chrome,Direct,True,0.0
SESS_00002323,USER_001930,2025-06-07 20:53:35.051783,7,90,False,Mobile,Chrome,Referral,True,62.35
SESS_00002324,USER_000433,2025-06-07 20:57:44.311282,12,93,True,Tablet,Firefox,Direct,True,0.0
SESS_00002325,USER_001058,2025-06-07 20:54:29.618326,19,4,True,Tablet,Chrome,Referral,False,0.0
SESS_00002326,USER_000437,2025-06-07 20:57:28.745845,8,27,True,Tablet,Chrome,Google,True,0.0
SESS_00002327,USER_001244,2025-06-07 20:54:48.774160,18,104,False,Desktop,Firefox,Direct,True,0.0
SESS_00002328,USER_000834,2025-06-07 20:52:51.115259,17,82,True,Tablet,Chrome,Facebook,True,0.0
SESS_00002329,USER_000651,2025-06-07 20:53:58.521307,17,54,True,Tablet,Firefox,Facebook,True,0.0
SESS_00002330,USER_001112,2025-06-07 20:57:17.430918,17,100,False,Mobile,Edge,Referral,True,0.0
SESS_00002331,USER_001140,2025-06-07 20:55:34.583403,16,73,True,Desktop,Safari,Facebook,False,0.0
SESS_00002332,USER_000325,2025-06-07 20:57:57.882875,7,84,False,Tablet,Edge,Facebook,False,0.0
SESS_00002333,USER_001486,2025-06-07 20:53:04.867496,19,24,False,Desktop,Firefox,Referral,True,453.61
SESS_00002334,USER_000524,2025-06-07 20:54:38.836652,5,102,True,Tablet,Safari,Referral,True,0.0
SESS_00002335,USER_000950,2025-06-07 20:53:51.828870,13,70,True,Mobile,Firefox,Referral,True,0.0
SESS_00002336,USER_001276,2025-06-07 20:56:34.573761,13,46,False,Mobile,Chrome,Facebook,True,417.45
SESS_00002337,USER_001104,2025-06-07 20:53:12.898452,9,114,False,Mobile,Safari,Google,False,0.0
SESS_00002338,USER_001673,2025-06-07 20:57:43.144426,7,84,True,Mobile,Firefox,Google,False,0.0
SESS_00002339,USER_000912,2025-06-07 20:54:08.231680,2,65,True,Desktop,Edge,Facebook,False,0.0
SESS_00002340,USER_000178,2025-06-07 20:57:14.795774,10,40,False,Mobile,Safari,Referral,False,29.33
SESS_00002341,USER_001421,2025-06-07 20:58:12.093512,20,103,False,Mobile,Chrome,Direct,False,0.0
SESS_00002342,USER_000239,2025-06-07 20:54:23.809270,4,33,True,Desktop,Firefox,Google,False,457.52
SESS_00002343,USER_000856,2025-06-07 20:58:16.155404,1,49,False,Tablet,Safari,Facebook,True,0.0
SESS_00002344,USER_001558,2025-06-07 20:55:48.693507,19,101,False,Desktop,Safari,Facebook,True,0.0
SESS_00002345,USER_001643,2025-06-07 20:52:42.042444,9,69,False,Tablet,Edge,Direct,True,0.0
SESS_00002346,USER_000662,2025-06-07 20:55:26.876696,15,96,False,Mobile,Edge,Referral,True,0.0
SESS_00002347,USER_000438,2025-06-07 20:55:07.068217,14,77,True,Tablet,Chrome,Referral,False,476.0
SESS_00002348,USER_001328,2025-06-07 20:53:08.934665,2,29,False,Mobile,Chrome,Email,False,0.0
SESS_00002349,USER_000897,2025-06-07 20:57:18.618303,9,28,True,Mobile,Chrome,Referral,False,0.0
SESS_00002350,USER_000693,2025-06-07 20:57:18.785248,11,102,True,Desktop,Firefox,Google,True,472.18
SESS_00002351,USER_000596,2025-06-07 20:57:31.389140,8,96,True,Mobile,Firefox,Email,False,0.0
SESS_00002352,USER_000866,2025-06-07 20:56:02.933764,8,13,False,Desktop,Safari,Direct,True,0.0
SESS_00002353,USER_000255,2025-06-07 20:57:31.319047,2,16,False,Tablet,Safari,Google,False,0.0
SESS_00002354,USER_000347,2025-06-07 20:55:01.773427,7,118,True,Desktop,Edge,Referral,False,0.0
SESS_00002355,USER_001054,2025-06-07 20:52:46.125190,18,37,False,Desktop,Chrome,Facebook,False,0.0
SESS_00002356,USER_001536,2025-06-07 20:58:20.658465,3,12,False,Mobile,Firefox,Email,True,0.0
SESS_00002357,USER_001522,2025-06-07 20:56:51.340933,10,6,True,Tablet,Chrome,Facebook,False,219.91
SESS_00002358,USER_000525,2025-06-07 20:54:41.447426,4,71,True,Tablet,Firefox,Email,True,0.0
SESS_00002359,USER_001955,2025-06-07 20:57:51.900126,4,100,True,Desktop,Safari,Referral,True,280.18
SESS_00002360,USER_000288,2025-06-07 20:56:41.538749,15,54,True,Mobile,Firefox,Referral,False,0.0
SESS_00002361,USER_000761,2025-06-07 20:54:22.169411,15,94,True,Tablet,Edge,Referral,True,0.0
SESS_00002362,USER_000574,2025-06-07 20:55:28.791693,16,30,False,Mobile,Safari,Email,True,0.0
SESS_00002363,USER_001418,2025-06-07 20:57:23.947735,15,24,False,Mobile,Edge,Referral,True,0.0
SESS_00002364,USER_001410,2025-06-07 20:56:48.009349,20,70,True,Mobile,Chrome,Google,True,0.0
SESS_00002365,USER_000908,2025-06-07 20:53:56.703816,17,14,True,Tablet,Chrome,Facebook,False,0.0
SESS_00002366,USER_001634,2025-06-07 20:56:03.879305,6,107,True,Mobile,Firefox,Referral,False,0.0
SESS_00002367,USER_001437,2025-06-07 20:53:32.740738,1,35,True,Mobile,Safari,Referral,False,0.0
SESS_00002368,USER_000809,2025-06-07 20:57:28.646822,9,25,True,Desktop,Safari,Referral,True,0.0
SESS_00002369,USER_000262,2025-06-07 20:58:19.943928,17,59,False,Mobile,Safari,Facebook,False,0.0
SESS_00002370,USER_000032,2025-06-07 20:53:09.312671,10,20,True,Desktop,Edge,Referral,False,0.0
SESS_00002371,USER_001455,2025-06-07 20:53:39.094095,1,9,False,Tablet,Edge,Email,False,0.0
SESS_00002372,USER_001685,2025-06-07 20:54:51.797719,19,73,True,Mobile,Firefox,Email,True,352.05
SESS_00002373,USER_001843,2025-06-07 20:57:17.510414,16,75,True,Tablet,Edge,Referral,True,249.94
SESS_00002374,USER_001854,2025-06-07 20:57:51.925707,19,66,True,Tablet,Firefox,Referral,True,54.06
SESS_00002375,USER_001551,2025-06-07 20:58:00.738325,7,52,True,Mobile,Chrome,Referral,True,0.0
SESS_00002376,USER_000685,2025-06-07 20:57:24.705537,5,92,False,Mobile,Edge,Email,False,463.09
SESS_00002377,USER_000843,2025-06-07 20:56:51.779835,7,94,True,Desktop,Safari,Direct,False,0.0
SESS_00002378,USER_000783,2025-06-07 20:53:39.591708,15,95,False,Tablet,Chrome,Facebook,False,0.0
SESS_00002379,USER_000588,2025-06-07 20:55:47.986430,6,1,True,Desktop,Firefox,Google,False,110.44
SESS_00002380,USER_000928,2025-06-07 20:57:59.628566,4,38,True,Tablet,Safari,Google,True,122.96
