item_id,order_id,product_id,quantity,unit_price,line_total,discount_amount
ITEM_00001317,ORD_00000511,PROD_000180,1,385.62,385.62,33.27
ITEM_00001318,ORD_00000512,PROD_000374,4,646.96,2587.84,429.33
ITEM_00001319,ORD_00000513,PROD_000131,2,814.51,1629.02,313.31
ITEM_00001320,ORD_00000513,PROD_000014,2,194.71,389.42,59.0
ITEM_00001321,ORD_00000513,PROD_000488,5,275.25,1376.25,162.28
ITEM_00001322,ORD_00000513,PROD_000255,5,312.06,1560.3,134.19
ITEM_00001323,ORD_00000513,PROD_000141,1,368.59,368.59,26.39
ITEM_00001324,ORD_00000513,PROD_000114,5,79.73,398.65000000000003,75.17
ITEM_00001325,ORD_00000513,PROD_000060,2,657.02,1314.04,89.43
ITEM_00001326,ORD_00000513,PROD_000292,5,844.87,4224.35,562.27
ITEM_00001327,ORD_00000513,PROD_000145,4,947.77,3791.08,208.46
ITEM_00001328,ORD_00000513,PROD_000417,5,298.59,1492.9499999999998,99.59
ITEM_00001329,ORD_00000514,PROD_000330,5,574.56,2872.7999999999997,451.38
ITEM_00001330,ORD_00000514,PROD_000434,3,988.49,2965.4700000000003,436.07
ITEM_00001331,ORD_00000514,PROD_000363,5,284.5,1422.5,54.65
ITEM_00001332,ORD_00000514,PROD_000410,5,147.01,735.05,25.26
ITEM_00001333,ORD_00000514,PROD_000445,3,522.98,1568.94,219.49
ITEM_00001334,ORD_00000515,PROD_000389,4,798.64,3194.56,86.24
ITEM_00001335,ORD_00000515,PROD_000102,2,195.1,390.2,1.4
ITEM_00001336,ORD_00000515,PROD_000406,5,706.85,3534.25,188.11
ITEM_00001337,ORD_00000515,PROD_000043,4,710.98,2843.92,71.29
ITEM_00001338,ORD_00000516,PROD_000441,5,67.92,339.6,52.9
ITEM_00001339,ORD_00000516,PROD_000110,3,823.88,2471.64,150.84
ITEM_00001340,ORD_00000516,PROD_000193,2,525.72,1051.44,181.32
ITEM_00001341,ORD_00000517,PROD_000368,3,905.56,2716.68,400.5
ITEM_00001342,ORD_00000517,PROD_000227,1,874.75,874.75,137.46
ITEM_00001343,ORD_00000518,PROD_000036,4,605.12,2420.48,81.7
ITEM_00001344,ORD_00000518,PROD_000490,2,861.57,1723.14,59.49
ITEM_00001345,ORD_00000518,PROD_000287,3,459.19,1377.57,2.38
ITEM_00001346,ORD_00000518,PROD_000484,1,628.32,628.32,67.01
ITEM_00001347,ORD_00000518,PROD_000475,3,971.15,2913.45,424.98
ITEM_00001348,ORD_00000518,PROD_000395,4,186.27,745.08,25.04
ITEM_00001349,ORD_00000519,PROD_000449,3,137.42,412.26,36.87
ITEM_00001350,ORD_00000519,PROD_000188,5,357.57,1787.85,147.03
ITEM_00001351,ORD_00000519,PROD_000018,5,680.75,3403.75,517.7
ITEM_00001352,ORD_00000520,PROD_000378,2,24.21,48.42,6.26
ITEM_00001353,ORD_00000521,PROD_000310,1,14.06,14.06,2.39
ITEM_00001354,ORD_00000521,PROD_000084,2,122.87,245.74,38.97
ITEM_00001355,ORD_00000521,PROD_000357,2,524.74,1049.48,193.54
ITEM_00001356,ORD_00000522,PROD_000202,1,18.22,18.22,1.05
ITEM_00001357,ORD_00000522,PROD_000290,5,117.79,588.95,20.61
ITEM_00001358,ORD_00000522,PROD_000135,1,50.01,50.01,7.88
ITEM_00001359,ORD_00000522,PROD_000486,5,806.08,4030.4,566.0
ITEM_00001360,ORD_00000523,PROD_000109,4,387.55,1550.2,122.29
ITEM_00001361,ORD_00000523,PROD_000311,4,525.36,2101.44,16.71
ITEM_00001362,ORD_00000523,PROD_000209,4,240.47,961.88,76.66
ITEM_00001363,ORD_00000523,PROD_000188,3,357.57,1072.71,197.07
ITEM_00001364,ORD_00000524,PROD_000332,3,902.05,2706.1499999999996,448.16
ITEM_00001365,ORD_00000524,PROD_000330,1,574.56,574.56,110.65
ITEM_00001366,ORD_00000524,PROD_000048,3,128.61,385.83000000000004,33.21
ITEM_00001367,ORD_00000524,PROD_000275,2,939.74,1879.48,25.09
ITEM_00001368,ORD_00000524,PROD_000140,3,883.2,2649.6000000000004,342.87
ITEM_00001369,ORD_00000525,PROD_000020,1,835.76,835.76,119.88
ITEM_00001370,ORD_00000525,PROD_000249,5,486.1,2430.5,36.39
ITEM_00001371,ORD_00000525,PROD_000094,1,713.24,713.24,82.01
ITEM_00001372,ORD_00000525,PROD_000120,2,876.01,1752.02,129.91
ITEM_00001373,ORD_00000526,PROD_000002,2,823.44,1646.88,177.45
ITEM_00001374,ORD_00000526,PROD_000356,2,262.78,525.56,14.13
ITEM_00001375,ORD_00000526,PROD_000109,3,387.55,1162.65,194.48
ITEM_00001376,ORD_00000527,PROD_000085,1,526.76,526.76,9.15
ITEM_00001377,ORD_00000527,PROD_000175,5,781.14,3905.7,173.56
ITEM_00001378,ORD_00000528,PROD_000254,1,949.44,949.44,131.94
ITEM_00001379,ORD_00000528,PROD_000281,4,330.82,1323.28,255.42
ITEM_00001380,ORD_00000528,PROD_000126,5,696.51,3482.55,100.0
ITEM_00001381,ORD_00000529,PROD_000046,4,230.02,920.08,121.28
ITEM_00001382,ORD_00000530,PROD_000259,3,868.73,2606.19,208.48
ITEM_00001383,ORD_00000530,PROD_000157,4,350.9,1403.6,31.13
ITEM_00001384,ORD_00000530,PROD_000490,4,861.57,3446.28,572.74
ITEM_00001385,ORD_00000530,PROD_000347,1,86.08,86.08,8.16
ITEM_00001386,ORD_00000531,PROD_000132,4,477.37,1909.48,332.37
ITEM_00001387,ORD_00000532,PROD_000212,4,974.84,3899.36,219.44
ITEM_00001388,ORD_00000532,PROD_000393,5,237.75,1188.75,169.57
ITEM_00001389,ORD_00000533,PROD_000453,3,902.15,2706.45,5.59
ITEM_00001390,ORD_00000533,PROD_000349,5,268.63,1343.15,87.46
ITEM_00001391,ORD_00000533,PROD_000164,4,975.88,3903.52,135.42
ITEM_00001392,ORD_00000533,PROD_000482,3,174.95,524.8499999999999,44.47
ITEM_00001393,ORD_00000534,PROD_000181,4,276.7,1106.8,182.88
ITEM_00001394,ORD_00000534,PROD_000327,2,956.31,1912.62,327.97
ITEM_00001395,ORD_00000534,PROD_000330,1,574.56,574.56,23.62
ITEM_00001396,ORD_00000534,PROD_000073,2,804.23,1608.46,253.01
ITEM_00001397,ORD_00000535,PROD_000419,1,899.29,899.29,2.24
ITEM_00001398,ORD_00000535,PROD_000270,5,600.39,3001.95,155.49
ITEM_00001399,ORD_00000536,PROD_000143,1,136.6,136.6,26.36
ITEM_00001400,ORD_00000536,PROD_000441,3,67.92,203.76,5.59
ITEM_00001401,ORD_00000536,PROD_000355,2,641.04,1282.08,183.44
ITEM_00001402,ORD_00000537,PROD_000044,4,907.45,3629.8,253.34
ITEM_00001403,ORD_00000537,PROD_000235,3,448.57,1345.71,31.3
ITEM_00001404,ORD_00000537,PROD_000085,2,526.76,1053.52,96.87
ITEM_00001405,ORD_00000538,PROD_000132,4,477.37,1909.48,179.44
ITEM_00001406,ORD_00000539,PROD_000166,4,915.85,3663.4,383.45
ITEM_00001407,ORD_00000539,PROD_000469,4,664.46,2657.84,505.53
ITEM_00001408,ORD_00000539,PROD_000388,1,512.46,512.46,43.25
ITEM_00001409,ORD_00000540,PROD_000055,2,592.77,1185.54,187.32
ITEM_00001410,ORD_00000540,PROD_000259,5,868.73,4343.65,253.94
ITEM_00001411,ORD_00000541,PROD_000423,5,668.89,3344.45,651.95
ITEM_00001412,ORD_00000541,PROD_000203,3,799.98,2399.94,422.39
ITEM_00001413,ORD_00000542,PROD_000176,1,958.4,958.4,90.74
ITEM_00001414,ORD_00000543,PROD_000074,3,488.24,1464.72,29.32
ITEM_00001415,ORD_00000543,PROD_000439,5,994.38,4971.9,438.9
ITEM_00001416,ORD_00000543,PROD_000302,1,836.74,836.74,139.89
ITEM_00001417,ORD_00000543,PROD_000408,4,882.03,3528.12,437.29
ITEM_00001418,ORD_00000544,PROD_000318,5,572.1,2860.5,108.0
ITEM_00001419,ORD_00000544,PROD_000040,3,659.55,1978.6499999999999,275.96
ITEM_00001420,ORD_00000544,PROD_000023,1,787.88,787.88,139.01
ITEM_00001421,ORD_00000545,PROD_000165,3,208.3,624.9000000000001,70.03
ITEM_00001422,ORD_00000545,PROD_000085,4,526.76,2107.04,129.65
ITEM_00001423,ORD_00000546,PROD_000068,3,815.04,2445.12,38.03
ITEM_00001424,ORD_00000546,PROD_000148,4,527.47,2109.88,70.98
ITEM_00001425,ORD_00000547,PROD_000258,3,75.92,227.76,15.73
ITEM_00001426,ORD_00000547,PROD_000217,3,585.26,1755.78,279.57
ITEM_00001427,ORD_00000547,PROD_000234,5,883.99,4419.95,728.33
ITEM_00001428,ORD_00000548,PROD_000287,5,459.19,2295.95,117.34
ITEM_00001429,ORD_00000548,PROD_000167,5,930.41,4652.05,707.91
ITEM_00001430,ORD_00000549,PROD_000438,1,422.98,422.98,14.0
ITEM_00001431,ORD_00000549,PROD_000146,3,151.28,453.84000000000003,70.14
ITEM_00001432,ORD_00000549,PROD_000209,3,240.47,721.41,107.54
ITEM_00001433,ORD_00000549,PROD_000282,4,637.72,2550.88,429.6
ITEM_00001434,ORD_00000549,PROD_000268,2,767.77,1535.54,128.38
ITEM_00001435,ORD_00000550,PROD_000237,5,366.4,1832.0,15.19
ITEM_00001436,ORD_00000550,PROD_000007,4,734.66,2938.64,101.65
ITEM_00001437,ORD_00000550,PROD_000359,5,43.69,218.45,18.96
ITEM_00001438,ORD_00000550,PROD_000171,3,418.29,1254.8700000000001,15.87
ITEM_00001439,ORD_00000551,PROD_000121,1,217.94,217.94,42.68
ITEM_00001440,ORD_00000551,PROD_000147,1,923.12,923.12,109.97
ITEM_00001441,ORD_00000552,PROD_000356,2,262.78,525.56,52.65
ITEM_00001442,ORD_00000552,PROD_000089,3,935.95,2807.8500000000004,351.44
ITEM_00001443,ORD_00000552,PROD_000390,3,63.48,190.44,18.35
ITEM_00001444,ORD_00000552,PROD_000197,3,139.95,419.84999999999997,14.64
ITEM_00001445,ORD_00000553,PROD_000134,4,167.62,670.48,97.37
ITEM_00001446,ORD_00000554,PROD_000241,2,574.77,1149.54,73.87
ITEM_00001447,ORD_00000555,PROD_000335,5,162.71,813.5500000000001,98.18
ITEM_00001448,ORD_00000555,PROD_000005,1,830.51,830.51,96.6
ITEM_00001449,ORD_00000555,PROD_000325,2,789.44,1578.88,150.61
ITEM_00001450,ORD_00000556,PROD_000424,1,410.51,410.51,21.5
ITEM_00001451,ORD_00000556,PROD_000331,4,586.89,2347.56,23.43
ITEM_00001452,ORD_00000556,PROD_000158,4,109.27,437.08,73.99
ITEM_00001453,ORD_00000557,PROD_000296,4,240.38,961.52,141.74
ITEM_00001454,ORD_00000557,PROD_000277,3,393.51,1180.53,52.45
ITEM_00001455,ORD_00000557,PROD_000042,5,658.84,3294.2000000000003,629.97
ITEM_00001456,ORD_00000558,PROD_000075,5,22.23,111.15,5.82
ITEM_00001457,ORD_00000559,PROD_000209,2,240.47,480.94,43.96
ITEM_00001458,ORD_00000559,PROD_000174,4,738.06,2952.24,429.69
ITEM_00001459,ORD_00000559,PROD_000457,1,445.26,445.26,48.29
ITEM_00001460,ORD_00000560,PROD_000266,4,545.93,2183.72,368.28
ITEM_00001461,ORD_00000561,PROD_000445,3,522.98,1568.94,275.65
ITEM_00001462,ORD_00000561,PROD_000312,3,208.54,625.62,112.12
ITEM_00001463,ORD_00000561,PROD_000364,4,446.16,1784.64,46.89
ITEM_00001464,ORD_00000562,PROD_000276,4,828.73,3314.92,500.57
ITEM_00001465,ORD_00000563,PROD_000457,4,445.26,1781.04,197.14
ITEM_00001466,ORD_00000563,PROD_000311,1,525.36,525.36,38.64
ITEM_00001467,ORD_00000563,PROD_000471,3,881.31,2643.93,466.53
ITEM_00001468,ORD_00000564,PROD_000213,1,466.22,466.22,48.44
ITEM_00001469,ORD_00000564,PROD_000468,5,972.34,4861.7,725.9
ITEM_00001470,ORD_00000564,PROD_000157,5,350.9,1754.5,11.78
ITEM_00001471,ORD_00000565,PROD_000282,1,637.72,637.72,19.02
ITEM_00001472,ORD_00000566,PROD_000270,4,600.39,2401.56,444.05
ITEM_00001473,ORD_00000566,PROD_000473,2,718.56,1437.12,165.8
ITEM_00001474,ORD_00000567,PROD_000455,1,821.38,821.38,1.82
ITEM_00001475,ORD_00000568,PROD_000275,5,939.74,4698.7,289.5
ITEM_00001476,ORD_00000568,PROD_000043,1,710.98,710.98,99.18
ITEM_00001477,ORD_00000568,PROD_000497,5,603.81,3019.0499999999997,232.5
ITEM_00001478,ORD_00000568,PROD_000068,3,815.04,2445.12,477.43
ITEM_00001479,ORD_00000569,PROD_000353,3,241.31,723.9300000000001,59.64
ITEM_00001480,ORD_00000569,PROD_000045,4,300.84,1203.36,8.01
ITEM_00001481,ORD_00000569,PROD_000017,1,576.98,576.98,26.3
ITEM_00001482,ORD_00000569,PROD_000473,2,718.56,1437.12,127.68
ITEM_00001483,ORD_00000569,PROD_000003,4,257.04,1028.16,121.76
ITEM_00001484,ORD_00000569,PROD_000496,2,933.6,1867.2,78.9
ITEM_00001485,ORD_00000570,PROD_000390,4,63.48,253.92,24.53
ITEM_00001486,ORD_00000570,PROD_000138,4,382.88,1531.52,203.96
ITEM_00001487,ORD_00000571,PROD_000217,1,585.26,585.26,95.68
ITEM_00001488,ORD_00000571,PROD_000464,4,345.24,1380.96,193.57
ITEM_00001489,ORD_00000572,PROD_000432,1,223.53,223.53,24.5
ITEM_00001490,ORD_00000572,PROD_000403,2,562.89,1125.78,41.21
ITEM_00001491,ORD_00000573,PROD_000192,2,713.32,1426.64,120.02
ITEM_00001492,ORD_00000574,PROD_000251,4,371.6,1486.4,270.89
ITEM_00001493,ORD_00000575,PROD_000174,3,738.06,2214.18,343.69
ITEM_00001494,ORD_00000576,PROD_000094,5,713.24,3566.2,11.52
ITEM_00001495,ORD_00000576,PROD_000423,5,668.89,3344.45,302.42
ITEM_00001496,ORD_00000576,PROD_000475,5,971.15,4855.75,418.48
ITEM_00001497,ORD_00000577,PROD_000085,2,526.76,1053.52,105.85
ITEM_00001498,ORD_00000577,PROD_000495,3,674.95,2024.8500000000001,273.86
ITEM_00001499,ORD_00000578,PROD_000209,1,240.47,240.47,18.62
ITEM_00001500,ORD_00000578,PROD_000473,2,718.56,1437.12,164.59
ITEM_00001501,ORD_00000578,PROD_000341,2,150.66,301.32,18.36
ITEM_00001502,ORD_00000579,PROD_000351,2,728.73,1457.46,202.99
ITEM_00001503,ORD_00000579,PROD_000022,5,527.33,2636.65,457.96
ITEM_00001504,ORD_00000579,PROD_000302,5,836.74,4183.7,632.52
ITEM_00001505,ORD_00000580,PROD_000164,4,975.88,3903.52,18.79
ITEM_00001506,ORD_00000580,PROD_000389,3,798.64,2395.92,382.78
ITEM_00001507,ORD_00000580,PROD_000198,3,472.51,1417.53,240.46
ITEM_00001508,ORD_00000581,PROD_000364,3,446.16,1338.48,152.85
ITEM_00001509,ORD_00000581,PROD_000312,2,208.54,417.08,69.1
ITEM_00001510,ORD_00000581,PROD_000143,4,136.6,546.4,6.41
ITEM_00001511,ORD_00000582,PROD_000164,5,975.88,4879.4,412.39
ITEM_00001512,ORD_00000582,PROD_000473,1,718.56,718.56,78.33
ITEM_00001513,ORD_00000582,PROD_000068,4,815.04,3260.16,445.2
ITEM_00001514,ORD_00000582,PROD_000270,4,600.39,2401.56,14.28
ITEM_00001515,ORD_00000582,PROD_000391,4,52.87,211.48,8.71
ITEM_00001516,ORD_00000582,PROD_000265,1,432.19,432.19,65.91
ITEM_00001517,ORD_00000582,PROD_000187,4,367.34,1469.36,224.23
ITEM_00001518,ORD_00000583,PROD_000150,5,902.95,4514.75,840.59
ITEM_00001519,ORD_00000583,PROD_000192,1,713.32,713.32,67.7
ITEM_00001520,ORD_00000584,PROD_000234,5,883.99,4419.95,513.91
ITEM_00001521,ORD_00000585,PROD_000348,5,744.0,3720.0,624.44
ITEM_00001522,ORD_00000585,PROD_000013,1,494.2,494.2,66.51
ITEM_00001523,ORD_00000585,PROD_000464,5,345.24,1726.2,281.85
ITEM_00001524,ORD_00000586,PROD_000414,2,196.46,392.92,38.55
ITEM_00001525,ORD_00000586,PROD_000485,5,570.75,2853.75,87.85
ITEM_00001526,ORD_00000586,PROD_000456,3,14.28,42.839999999999996,8.27
ITEM_00001527,ORD_00000587,PROD_000243,2,733.47,1466.94,226.68
ITEM_00001528,ORD_00000587,PROD_000219,2,704.3,1408.6,130.62
ITEM_00001529,ORD_00000588,PROD_000249,4,486.1,1944.4,286.81
ITEM_00001530,ORD_00000588,PROD_000479,1,178.07,178.07,19.01
ITEM_00001531,ORD_00000589,PROD_000149,3,902.58,2707.7400000000002,330.75
ITEM_00001532,ORD_00000589,PROD_000227,2,874.75,1749.5,141.79
ITEM_00001533,ORD_00000589,PROD_000443,3,201.87,605.61,19.11
ITEM_00001534,ORD_00000590,PROD_000236,2,827.88,1655.76,237.75
ITEM_00001535,ORD_00000591,PROD_000392,5,124.89,624.45,66.89
ITEM_00001536,ORD_00000591,PROD_000412,2,683.41,1366.82,265.84
ITEM_00001537,ORD_00000592,PROD_000304,1,983.77,983.77,132.72
ITEM_00001538,ORD_00000592,PROD_000390,2,63.48,126.96,24.32
ITEM_00001539,ORD_00000592,PROD_000102,3,195.1,585.3,80.43
ITEM_00001540,ORD_00000592,PROD_000438,5,422.98,2114.9,292.84
ITEM_00001541,ORD_00000593,PROD_000029,1,761.89,761.89,43.01
ITEM_00001542,ORD_00000594,PROD_000399,5,863.57,4317.85,527.21
ITEM_00001543,ORD_00000594,PROD_000283,4,770.57,3082.28,277.18
ITEM_00001544,ORD_00000594,PROD_000400,4,738.81,2955.24,353.93
ITEM_00001545,ORD_00000594,PROD_000267,1,659.66,659.66,81.39
ITEM_00001546,ORD_00000595,PROD_000283,5,770.57,3852.8500000000004,338.43
ITEM_00001547,ORD_00000595,PROD_000330,1,574.56,574.56,42.27
ITEM_00001548,ORD_00000595,PROD_000056,5,528.87,2644.35,280.57
ITEM_00001549,ORD_00000595,PROD_000119,3,680.51,2041.53,94.73
ITEM_00001550,ORD_00000596,PROD_000357,5,524.74,2623.7,389.62
ITEM_00001551,ORD_00000596,PROD_000256,3,553.3,1659.8999999999999,218.67
ITEM_00001552,ORD_00000597,PROD_000367,2,157.36,314.72,51.09
ITEM_00001553,ORD_00000598,PROD_000472,2,185.09,370.18,57.96
ITEM_00001554,ORD_00000599,PROD_000365,1,152.42,152.42,14.2
ITEM_00001555,ORD_00000599,PROD_000262,5,243.83,1219.15,27.22
ITEM_00001556,ORD_00000599,PROD_000446,4,228.89,915.56,91.92
ITEM_00001557,ORD_00000599,PROD_000319,1,687.62,687.62,53.13
ITEM_00001558,ORD_00000599,PROD_000075,4,22.23,88.92,16.96
ITEM_00001559,ORD_00000599,PROD_000049,3,992.41,2977.23,394.97
ITEM_00001560,ORD_00000600,PROD_000456,1,14.28,14.28,0.98
ITEM_00001561,ORD_00000600,PROD_000039,5,289.84,1449.1999999999998,168.08
ITEM_00001562,ORD_00000600,PROD_000263,1,944.69,944.69,19.45
ITEM_00001563,ORD_00000600,PROD_000143,3,136.6,409.79999999999995,72.33
ITEM_00001564,ORD_00000600,PROD_000020,5,835.76,4178.8,769.74
ITEM_00001565,ORD_00000600,PROD_000165,2,208.3,416.6,75.09
ITEM_00001566,ORD_00000601,PROD_000130,5,736.2,3681.0,68.58
ITEM_00001567,ORD_00000601,PROD_000014,1,194.71,194.71,7.78
ITEM_00001568,ORD_00000601,PROD_000233,4,751.69,3006.76,465.87
ITEM_00001569,ORD_00000601,PROD_000394,1,82.78,82.78,7.88
ITEM_00001570,ORD_00000601,PROD_000166,5,915.85,4579.25,895.08
ITEM_00001571,ORD_00000602,PROD_000022,4,527.33,2109.32,266.12
ITEM_00001572,ORD_00000602,PROD_000018,1,680.75,680.75,60.76
ITEM_00001573,ORD_00000602,PROD_000156,1,785.94,785.94,32.0
ITEM_00001574,ORD_00000602,PROD_000304,5,983.77,4918.85,618.89
ITEM_00001575,ORD_00000602,PROD_000448,1,527.88,527.88,54.64
ITEM_00001576,ORD_00000602,PROD_000127,1,320.07,320.07,29.08
ITEM_00001577,ORD_00000603,PROD_000193,4,525.72,2102.88,63.18
ITEM_00001578,ORD_00000603,PROD_000199,2,185.26,370.52,44.51
ITEM_00001579,ORD_00000603,PROD_000084,4,122.87,491.48,54.09
ITEM_00001580,ORD_00000604,PROD_000129,3,117.73,353.19,58.84
ITEM_00001581,ORD_00000604,PROD_000397,5,179.48,897.4,58.56
ITEM_00001582,ORD_00000604,PROD_000278,1,466.72,466.72,61.65
ITEM_00001583,ORD_00000604,PROD_000346,1,659.75,659.75,60.39
ITEM_00001584,ORD_00000605,PROD_000403,5,562.89,2814.45,285.75
ITEM_00001585,ORD_00000605,PROD_000163,5,515.43,2577.1499999999996,497.87
ITEM_00001586,ORD_00000606,PROD_000338,5,429.87,2149.35,79.03
ITEM_00001587,ORD_00000607,PROD_000013,4,494.2,1976.8,249.61
ITEM_00001588,ORD_00000607,PROD_000009,1,213.48,213.48,3.21
ITEM_00001589,ORD_00000608,PROD_000124,5,107.21,536.05,0.23
ITEM_00001590,ORD_00000608,PROD_000478,5,255.13,1275.65,174.87
ITEM_00001591,ORD_00000608,PROD_000329,5,458.43,2292.15,405.51
ITEM_00001592,ORD_00000609,PROD_000178,4,63.6,254.4,43.68
ITEM_00001593,ORD_00000609,PROD_000280,2,34.65,69.3,11.09
ITEM_00001594,ORD_00000610,PROD_000396,4,135.93,543.72,42.62
ITEM_00001595,ORD_00000610,PROD_000257,1,53.04,53.04,5.91
ITEM_00001596,ORD_00000610,PROD_000377,5,494.0,2470.0,65.93
ITEM_00001597,ORD_00000610,PROD_000184,1,802.03,802.03,38.51
ITEM_00001598,ORD_00000610,PROD_000006,1,301.95,301.95,27.56
ITEM_00001599,ORD_00000610,PROD_000191,2,410.71,821.42,163.34
ITEM_00001600,ORD_00000610,PROD_000078,4,510.5,2042.0,79.48
ITEM_00001601,ORD_00000611,PROD_000398,3,906.51,2719.5299999999997,152.63
ITEM_00001602,ORD_00000611,PROD_000006,2,301.95,603.9,39.38
ITEM_00001603,ORD_00000611,PROD_000236,5,827.88,4139.4,315.82
ITEM_00001604,ORD_00000612,PROD_000424,2,410.51,821.02,105.41
ITEM_00001605,ORD_00000612,PROD_000174,3,738.06,2214.18,442.09
ITEM_00001606,ORD_00000612,PROD_000295,4,360.3,1441.2,259.41
ITEM_00001607,ORD_00000612,PROD_000018,1,680.75,680.75,24.32
ITEM_00001608,ORD_00000613,PROD_000174,3,738.06,2214.18,358.92
ITEM_00001609,ORD_00000613,PROD_000267,2,659.66,1319.32,78.7
ITEM_00001610,ORD_00000613,PROD_000413,3,475.45,1426.35,61.32
ITEM_00001611,ORD_00000614,PROD_000274,5,433.27,2166.35,8.04
ITEM_00001612,ORD_00000614,PROD_000385,1,695.42,695.42,130.57
ITEM_00001613,ORD_00000614,PROD_000097,2,211.95,423.9,81.12
ITEM_00001614,ORD_00000615,PROD_000100,4,211.05,844.2,61.5
ITEM_00001615,ORD_00000615,PROD_000178,1,63.6,63.6,2.32
ITEM_00001616,ORD_00000615,PROD_000200,3,316.55,949.6500000000001,108.24
ITEM_00001617,ORD_00000616,PROD_000373,4,737.96,2951.84,485.82
ITEM_00001618,ORD_00000617,PROD_000222,1,354.18,354.18,17.7
ITEM_00001619,ORD_00000617,PROD_000031,4,256.99,1027.96,133.43
ITEM_00001620,ORD_00000618,PROD_000066,4,907.8,3631.2,0.56
ITEM_00001621,ORD_00000618,PROD_000031,3,256.99,770.97,37.36
ITEM_00001622,ORD_00000618,PROD_000351,3,728.73,2186.19,58.13
ITEM_00001623,ORD_00000618,PROD_000176,3,958.4,2875.2,24.17
ITEM_00001624,ORD_00000618,PROD_000215,3,206.73,620.1899999999999,27.57
ITEM_00001625,ORD_00000618,PROD_000399,4,863.57,3454.28,176.75
ITEM_00001626,ORD_00000619,PROD_000121,1,217.94,217.94,30.51
ITEM_00001627,ORD_00000619,PROD_000147,4,923.12,3692.48,583.24
ITEM_00001628,ORD_00000619,PROD_000446,3,228.89,686.67,93.34
ITEM_00001629,ORD_00000620,PROD_000165,2,208.3,416.6,72.8
ITEM_00001630,ORD_00000620,PROD_000139,3,521.2,1563.6000000000001,262.81
ITEM_00001631,ORD_00000620,PROD_000256,5,553.3,2766.5,302.54
ITEM_00001632,ORD_00000620,PROD_000115,1,323.23,323.23,22.77
ITEM_00001633,ORD_00000620,PROD_000031,5,256.99,1284.95,116.1
ITEM_00001634,ORD_00000620,PROD_000291,4,366.58,1466.32,72.96
ITEM_00001635,ORD_00000621,PROD_000292,3,844.87,2534.61,140.14
ITEM_00001636,ORD_00000621,PROD_000107,4,337.75,1351.0,111.08
ITEM_00001637,ORD_00000621,PROD_000247,2,99.17,198.34,38.11
ITEM_00001638,ORD_00000621,PROD_000294,2,934.54,1869.08,159.95
ITEM_00001639,ORD_00000621,PROD_000482,4,174.95,699.8,56.44
ITEM_00001640,ORD_00000622,PROD_000186,4,69.43,277.72,33.57
ITEM_00001641,ORD_00000622,PROD_000034,5,292.21,1461.05,283.49
ITEM_00001642,ORD_00000623,PROD_000409,4,371.92,1487.68,84.41
ITEM_00001643,ORD_00000624,PROD_000253,1,207.68,207.68,5.37
ITEM_00001644,ORD_00000625,PROD_000429,5,203.75,1018.75,63.25
ITEM_00001645,ORD_00000625,PROD_000308,4,346.7,1386.8,268.43
ITEM_00001646,ORD_00000626,PROD_000419,2,899.29,1798.58,48.52
ITEM_00001647,ORD_00000626,PROD_000070,1,275.62,275.62,52.44
ITEM_00001648,ORD_00000626,PROD_000183,2,816.04,1632.08,197.43
ITEM_00001649,ORD_00000627,PROD_000213,4,466.22,1864.88,68.82
ITEM_00001650,ORD_00000627,PROD_000472,4,185.09,740.36,83.46
ITEM_00001651,ORD_00000627,PROD_000467,2,502.29,1004.58,2.23
ITEM_00001652,ORD_00000627,PROD_000268,4,767.77,3071.08,244.55
ITEM_00001653,ORD_00000627,PROD_000272,4,41.9,167.6,31.8
ITEM_00001654,ORD_00000628,PROD_000339,5,503.17,2515.85,293.55
ITEM_00001655,ORD_00000629,PROD_000444,2,278.73,557.46,21.09
ITEM_00001656,ORD_00000629,PROD_000484,3,628.32,1884.96,142.11
ITEM_00001657,ORD_00000629,PROD_000220,5,807.46,4037.3,733.72
ITEM_00001658,ORD_00000629,PROD_000013,5,494.2,2471.0,324.84
ITEM_00001659,ORD_00000629,PROD_000056,2,528.87,1057.74,124.39
ITEM_00001660,ORD_00000630,PROD_000454,5,354.35,1771.75,280.34
ITEM_00001661,ORD_00000630,PROD_000288,5,632.34,3161.7000000000003,156.79
ITEM_00001662,ORD_00000631,PROD_000187,3,367.34,1102.02,165.63
ITEM_00001663,ORD_00000632,PROD_000389,4,798.64,3194.56,552.76
ITEM_00001664,ORD_00000632,PROD_000234,4,883.99,3535.96,393.18
ITEM_00001665,ORD_00000632,PROD_000400,4,738.81,2955.24,419.71
ITEM_00001666,ORD_00000632,PROD_000446,4,228.89,915.56,111.87
ITEM_00001667,ORD_00000632,PROD_000393,3,237.75,713.25,130.72
ITEM_00001668,ORD_00000633,PROD_000192,4,713.32,2853.28,7.05
ITEM_00001669,ORD_00000634,PROD_000274,1,433.27,433.27,21.41
ITEM_00001670,ORD_00000634,PROD_000359,5,43.69,218.45,7.54
ITEM_00001671,ORD_00000635,PROD_000152,5,106.73,533.65,101.13
ITEM_00001672,ORD_00000635,PROD_000065,3,911.24,2733.7200000000003,489.45
ITEM_00001673,ORD_00000636,PROD_000149,2,902.58,1805.16,34.53
ITEM_00001674,ORD_00000636,PROD_000202,2,18.22,36.44,4.4
